Risk factor,Linked disease,Age group,Year,Sex,Attributable deaths,Attributable YLL,Attributable YLD,Attributable DALY
Alcohol use,Alcohol use disorders,85+,2011,Males,11.2,64.5,41.5,106
Alcohol use,Alcohol use disorders,85+,2011,Persons,20.6,111.8,41.5,153.3
Alcohol use,Alcohol use disorders,85+,2015,Females,7.4,33.3,0,33.3
Alcohol use,Alcohol use disorders,85+,2015,Males,17,103.8,51.2,155
Alcohol use,Alcohol use disorders,85+,2015,Persons,24.4,137.1,51.2,188.3
Alcohol use,Alcohol use disorders,85+,2018,Females,7.4,40.3,0,40.3
Alcohol use,Alcohol use disorders,85+,2018,Males,15.2,94,56.8,150.9
Alcohol use,Alcohol use disorders,85+,2018,Persons,22.6,134.3,56.8,191.2
Alcohol use,Alcohol use disorders,Under 15,2003,Females,0,0,76,76
Alcohol use,Alcohol use disorders,Under 15,2003,Males,0,0,173.6,173.6
Alcohol use,Alcohol use disorders,Under 15,2003,Persons,0,0,249.5,249.5
Alcohol use,Alcohol use disorders,Under 15,2011,Females,0,0,76.9,76.9
Alcohol use,Alcohol use disorders,Under 15,2011,Males,0,0,175.8,175.8
Alcohol use,Alcohol use disorders,Under 15,2011,Persons,0,0,252.7,252.7
Alcohol use,Alcohol use disorders,Under 15,2015,Females,0,0,77.9,77.9
Alcohol use,Alcohol use disorders,Under 15,2015,Males,0,0,178.7,178.7
Alcohol use,Alcohol use disorders,Under 15,2015,Persons,0,0,256.7,256.7
Alcohol use,Alcohol use disorders,Under 15,2018,Females,0,0,83.7,83.7
Alcohol use,Alcohol use disorders,Under 15,2018,Males,0,0,192,192
Alcohol use,Alcohol use disorders,Under 15,2018,Persons,0,0,275.7,275.7
Alcohol use,Atrial fibrillation and flutter,15–24,2003,Females,0,0,1.3,1.3
Alcohol use,Atrial fibrillation and flutter,15–24,2003,Males,0,0,6.8,6.8
Alcohol use,Atrial fibrillation and flutter,15–24,2003,Persons,0,0,8.1,8.1
Alcohol use,Atrial fibrillation and flutter,15–24,2011,Females,0,0,2,2
Alcohol use,Atrial fibrillation and flutter,15–24,2011,Males,0,0,8,8
Alcohol use,Atrial fibrillation and flutter,15–24,2011,Persons,0,0,10,10
Alcohol use,Atrial fibrillation and flutter,15–24,2015,Females,0,0,1.3,1.3
Alcohol use,Atrial fibrillation and flutter,15–24,2015,Males,0,0,5.5,5.5
Alcohol use,Atrial fibrillation and flutter,15–24,2015,Persons,0,0,6.8,6.8
Alcohol use,Atrial fibrillation and flutter,15–24,2018,Females,0,0,1.3,1.3
Alcohol use,Atrial fibrillation and flutter,15–24,2018,Males,0,0,7.5,7.5
Alcohol use,Atrial fibrillation and flutter,15–24,2018,Persons,0,0,8.8,8.8
Alcohol use,Atrial fibrillation and flutter,25–34,2003,Females,0,0,4.3,4.4
Alcohol use,Atrial fibrillation and flutter,25–34,2003,Males,0,0.9,21.7,22.6
Alcohol use,Atrial fibrillation and flutter,25–34,2003,Persons,0,0.9,26.1,26.9
Alcohol use,Atrial fibrillation and flutter,25–34,2011,Females,0,0,5.4,5.4
Alcohol use,Atrial fibrillation and flutter,25–34,2011,Males,0,0.9,26.3,27.2
Alcohol use,Atrial fibrillation and flutter,25–34,2011,Persons,0,0.9,31.7,32.6
Alcohol use,Atrial fibrillation and flutter,25–34,2015,Females,0,0,5,5
Alcohol use,Atrial fibrillation and flutter,25–34,2015,Males,0,0.5,25.9,26.4
Alcohol use,Atrial fibrillation and flutter,25–34,2015,Persons,0,0.5,30.9,31.4
Alcohol use,Atrial fibrillation and flutter,25–34,2018,Females,0,0,6.1,6.1
Alcohol use,Atrial fibrillation and flutter,25–34,2018,Males,0,1.1,26.1,27.1
Alcohol use,Atrial fibrillation and flutter,25–34,2018,Persons,0,1.1,32.2,33.3
Alcohol use,Atrial fibrillation and flutter,35–44,2003,Females,0,0,12.1,12.1
Alcohol use,Atrial fibrillation and flutter,35–44,2003,Males,0,1,47,48
Alcohol use,Atrial fibrillation and flutter,35–44,2003,Persons,0,1,59.1,60.1
Alcohol use,Atrial fibrillation and flutter,35–44,2011,Females,0,0,13.9,13.9
Alcohol use,Atrial fibrillation and flutter,35–44,2011,Males,0,1,66.9,67.9
Alcohol use,Atrial fibrillation and flutter,35–44,2011,Persons,0,1.1,80.8,81.8
Alcohol use,Atrial fibrillation and flutter,35–44,2015,Females,0.1,3.5,17.5,21
Alcohol use,Atrial fibrillation and flutter,35–44,2015,Males,0,0.9,68.3,69.3
Alcohol use,Atrial fibrillation and flutter,35–44,2015,Persons,0.1,4.5,85.8,90.3
Alcohol use,Atrial fibrillation and flutter,35–44,2018,Females,0,0,17.6,17.6
Alcohol use,Atrial fibrillation and flutter,35–44,2018,Males,0,1.5,63.8,65.3
Alcohol use,Atrial fibrillation and flutter,35–44,2018,Persons,0,1.5,81.4,82.9
Alcohol use,Atrial fibrillation and flutter,45–54,2003,Females,0,0.2,27.8,28
Alcohol use,Atrial fibrillation and flutter,45–54,2003,Males,0.1,4.3,112.3,116.6
Alcohol use,Atrial fibrillation and flutter,45–54,2003,Persons,0.1,4.5,140.1,144.6
Alcohol use,Atrial fibrillation and flutter,45–54,2011,Females,0.3,10.1,44.7,54.8
Alcohol use,Atrial fibrillation and flutter,45–54,2011,Males,0.3,9.9,156.9,166.8
Alcohol use,Atrial fibrillation and flutter,45–54,2011,Persons,0.6,20,201.6,221.6
Alcohol use,Atrial fibrillation and flutter,45–54,2015,Females,0.3,8.9,44.9,53.9
Alcohol use,Atrial fibrillation and flutter,45–54,2015,Males,0.4,13.9,172.5,186.4
Alcohol use,Atrial fibrillation and flutter,45–54,2015,Persons,0.6,22.8,217.5,240.2
Alcohol use,Atrial fibrillation and flutter,45–54,2018,Females,0.1,3.3,49.6,52.9
Alcohol use,Atrial fibrillation and flutter,45–54,2018,Males,0.3,9.8,191.3,201.1
Alcohol use,Atrial fibrillation and flutter,45–54,2018,Persons,0.4,13.1,240.9,253.9
Alcohol use,Atrial fibrillation and flutter,55–64,2003,Females,0.3,9.4,74.8,84.2
Alcohol use,Atrial fibrillation and flutter,55–64,2003,Males,1.3,34.8,231.8,266.5
Alcohol use,Atrial fibrillation and flutter,55–64,2003,Persons,1.6,44.2,306.6,350.8
Alcohol use,Atrial fibrillation and flutter,55–64,2011,Females,0.6,16,115.9,131.8
Alcohol use,Atrial fibrillation and flutter,55–64,2011,Males,1.6,41.3,343,384.3
Alcohol use,Atrial fibrillation and flutter,55–64,2011,Persons,2.2,57.3,458.8,516.1
Alcohol use,Atrial fibrillation and flutter,55–64,2015,Females,0.8,20.5,141.9,162.4
Alcohol use,Atrial fibrillation and flutter,55–64,2015,Males,1.6,44.8,409.4,454.2
Alcohol use,Atrial fibrillation and flutter,55–64,2015,Persons,2.4,65.3,551.2,616.5
Alcohol use,Atrial fibrillation and flutter,55–64,2018,Females,0.9,24.4,164.3,188.8
Alcohol use,Atrial fibrillation and flutter,55–64,2018,Males,2.5,66.4,453.9,520.4
Alcohol use,Atrial fibrillation and flutter,55–64,2018,Persons,3.4,90.8,618.3,709.1
Alcohol use,Atrial fibrillation and flutter,65–84,2003,Females,17.4,204.2,434.4,638.5
Alcohol use,Atrial fibrillation and flutter,65–84,2003,Males,15.2,201.3,630.3,831.6
Alcohol use,Atrial fibrillation and flutter,65–84,2003,Persons,32.6,405.4,1064.7,1470.1
Alcohol use,Atrial fibrillation and flutter,65–84,2011,Females,24.8,301.5,592.5,894
Alcohol use,Atrial fibrillation and flutter,65–84,2011,Males,20.7,262,784.2,1046.2
Alcohol use,Atrial fibrillation and flutter,65–84,2011,Persons,45.5,563.5,1376.7,1940.3
Alcohol use,Atrial fibrillation and flutter,65–84,2015,Females,31.1,369.1,813.5,1182.6
Alcohol use,Atrial fibrillation and flutter,65–84,2015,Males,32.7,416.3,1257.9,1674.1
Alcohol use,Atrial fibrillation and flutter,65–84,2015,Persons,63.9,785.4,2071.4,2856.7
Alcohol use,Atrial fibrillation and flutter,65–84,2018,Females,30.3,356.4,1001.4,1357.8
Alcohol use,Atrial fibrillation and flutter,65–84,2018,Males,28.1,368.2,1395.8,1763.9
Alcohol use,Atrial fibrillation and flutter,65–84,2018,Persons,58.4,724.5,2397.2,3121.7
Alcohol use,Atrial fibrillation and flutter,85+,2003,Females,28.4,147.2,137.6,284.8
Alcohol use,Atrial fibrillation and flutter,85+,2003,Males,11.1,60.8,71.4,132.2
Alcohol use,Atrial fibrillation and flutter,85+,2003,Persons,39.5,208,209,417
Alcohol use,Atrial fibrillation and flutter,85+,2011,Females,51.9,262,187.8,449.9
Alcohol use,Atrial fibrillation and flutter,85+,2011,Males,24.1,131.5,123,254.5
Alcohol use,Atrial fibrillation and flutter,85+,2011,Persons,76,393.5,310.9,704.4
Alcohol use,Atrial fibrillation and flutter,85+,2015,Females,93.9,459.2,325.2,784.5
Alcohol use,Atrial fibrillation and flutter,85+,2015,Males,41.7,219.5,226.5,445.9
Alcohol use,Atrial fibrillation and flutter,85+,2015,Persons,135.6,678.7,551.7,1230.4
Alcohol use,Atrial fibrillation and flutter,85+,2018,Females,104.1,484,465.3,949.3
Alcohol use,Atrial fibrillation and flutter,85+,2018,Males,51,263,314.7,577.7
Alcohol use,Atrial fibrillation and flutter,85+,2018,Persons,155.1,747,780.1,1527
Alcohol use,Bowel cancer,15–24,2003,Females,0.1,3.4,0.2,3.6
Alcohol use,Bowel cancer,15–24,2003,Males,0,3.1,0.2,3.2
Alcohol use,Bowel cancer,15–24,2003,Persons,0.1,6.4,0.4,6.8
Alcohol use,Bowel cancer,15–24,2011,Females,0,1.8,0.3,2.2
Alcohol use,Bowel cancer,15–24,2011,Males,0.2,10.4,0.3,10.7
Alcohol use,Bowel cancer,15–24,2011,Persons,0.2,12.3,0.7,12.9
Alcohol use,Bowel cancer,15–24,2015,Females,0,2.3,0.4,2.7
Alcohol use,Bowel cancer,15–24,2015,Males,0,2.8,0.2,3
Alcohol use,Bowel cancer,15–24,2015,Persons,0.1,5.1,0.6,5.7
Alcohol use,Bowel cancer,15–24,2018,Females,0,2.5,0.5,3
Alcohol use,Bowel cancer,15–24,2018,Males,0,0,0.3,0.3
Alcohol use,Bowel cancer,15–24,2018,Persons,0,2.5,0.8,3.3
Alcohol use,Bowel cancer,25–34,2003,Females,0.6,33,0.7,33.7
Alcohol use,Bowel cancer,25–34,2003,Males,0.3,14.6,0.5,15.1
Alcohol use,Bowel cancer,25–34,2003,Persons,0.9,47.6,1.3,48.8
Alcohol use,Bowel cancer,25–34,2011,Females,0.6,32.3,1.3,33.6
Alcohol use,Bowel cancer,25–34,2011,Males,0.8,47,1.2,48.2
Alcohol use,Bowel cancer,25–34,2011,Persons,1.4,79.3,2.5,81.8
Alcohol use,Bowel cancer,25–34,2015,Females,1,55.9,1.6,57.5
Alcohol use,Bowel cancer,25–34,2015,Males,0.9,52,1.3,53.3
Alcohol use,Bowel cancer,25–34,2015,Persons,1.9,107.9,2.9,110.8
Alcohol use,Bowel cancer,25–34,2018,Females,1,57.5,2.1,59.6
Alcohol use,Bowel cancer,25–34,2018,Males,1,53.5,1.5,55
Alcohol use,Bowel cancer,25–34,2018,Persons,2,111,3.6,114.6
Alcohol use,Bowel cancer,35–44,2003,Females,2.2,99.8,2.5,102.3
Alcohol use,Bowel cancer,35–44,2003,Males,1.7,76.6,2,78.6
Alcohol use,Bowel cancer,35–44,2003,Persons,3.8,176.4,4.4,180.8
Alcohol use,Bowel cancer,35–44,2011,Females,1.8,82.2,2.9,85.1
Alcohol use,Bowel cancer,35–44,2011,Males,2.5,117.6,3.3,120.8
Alcohol use,Bowel cancer,35–44,2011,Persons,4.3,199.8,6.1,205.9
Alcohol use,Bowel cancer,35–44,2015,Females,2.6,122.4,3.9,126.3
Alcohol use,Bowel cancer,35–44,2015,Males,2.4,110.9,3.7,114.6
Alcohol use,Bowel cancer,35–44,2015,Persons,5.1,233.3,7.6,240.9
Alcohol use,Bowel cancer,35–44,2018,Females,3,140.8,4.4,145.3
Alcohol use,Bowel cancer,35–44,2018,Males,2.7,124.4,4,128.4
Alcohol use,Bowel cancer,35–44,2018,Persons,5.7,265.2,8.4,273.6
Alcohol use,Bowel cancer,45–54,2003,Females,6.7,248,7.9,255.9
Alcohol use,Bowel cancer,45–54,2003,Males,8.3,305.5,8.8,314.3
Alcohol use,Bowel cancer,45–54,2003,Persons,15,553.5,16.7,570.2
Alcohol use,Bowel cancer,45–54,2011,Females,8.2,301.1,11.8,312.9
Alcohol use,Bowel cancer,45–54,2011,Males,6.9,255.2,11.1,266.4
Alcohol use,Bowel cancer,45–54,2011,Persons,15.1,556.4,22.9,579.3
Alcohol use,Bowel cancer,45–54,2015,Females,7.6,278.6,9.7,288.3
Alcohol use,Bowel cancer,45–54,2015,Males,9.9,360.1,12.3,372.4
Alcohol use,Bowel cancer,45–54,2015,Persons,17.5,638.7,22,660.6
Alcohol use,Bowel cancer,45–54,2018,Females,8.3,301.9,11.1,313
Alcohol use,Bowel cancer,45–54,2018,Males,8.5,308.1,12.4,320.5
Alcohol use,Bowel cancer,45–54,2018,Persons,16.7,610,23.5,633.5
Alcohol use,Bowel cancer,55–64,2003,Females,16.9,465.3,19.8,485.1
Alcohol use,Bowel cancer,55–64,2003,Males,22.5,624.5,23.4,647.9
Alcohol use,Bowel cancer,55–64,2003,Persons,39.4,1089.8,43.2,1133
Alcohol use,Bowel cancer,55–64,2011,Females,19.1,529.3,26.5,555.8
Alcohol use,Bowel cancer,55–64,2011,Males,22.3,610.4,29.2,639.6
Alcohol use,Bowel cancer,55–64,2011,Persons,41.4,1139.6,55.7,1195.4
Alcohol use,Bowel cancer,55–64,2015,Females,17.7,482.8,24.8,507.6
Alcohol use,Bowel cancer,55–64,2015,Males,23.7,656.4,31.1,687.5
Alcohol use,Bowel cancer,55–64,2015,Persons,41.3,1139.2,55.9,1195.1
Alcohol use,Bowel cancer,55–64,2018,Females,21.3,589.3,27.9,617.1
Alcohol use,Bowel cancer,55–64,2018,Males,23.7,657.7,32.1,689.8
Alcohol use,Bowel cancer,55–64,2018,Persons,44.9,1247,60,1307
Alcohol use,Bowel cancer,65–84,2003,Females,72.2,1025.1,71.7,1096.8
Alcohol use,Bowel cancer,65–84,2003,Males,75.8,1162.5,77.3,1239.9
Alcohol use,Bowel cancer,65–84,2003,Persons,148,2187.6,149.1,2336.7
Alcohol use,Bowel cancer,65–84,2011,Females,76.9,1078.5,89.9,1168.3
Alcohol use,Bowel cancer,65–84,2011,Males,77.1,1160.1,87.9,1247.9
Alcohol use,Bowel cancer,65–84,2011,Persons,154,2238.5,177.7,2416.3
Alcohol use,Bowel cancer,65–84,2015,Females,92.8,1309.9,102.1,1412
Alcohol use,Bowel cancer,65–84,2015,Males,85.9,1287.6,100.6,1388.2
Alcohol use,Bowel cancer,65–84,2015,Persons,178.7,2597.5,202.7,2800.2
Alcohol use,Bowel cancer,65–84,2018,Females,87.7,1231.4,110,1341.3
Alcohol use,Bowel cancer,65–84,2018,Males,84.5,1260.1,102.5,1362.6
Alcohol use,Bowel cancer,65–84,2018,Persons,172.2,2491.5,212.4,2703.9
Alcohol use,Bowel cancer,85+,2003,Females,37,207.3,31.6,238.9
Alcohol use,Bowel cancer,85+,2003,Males,13.6,80.5,14,94.5
Alcohol use,Bowel cancer,85+,2003,Persons,50.6,287.8,45.6,333.4
Alcohol use,Bowel cancer,85+,2011,Females,44.6,245.8,37.8,283.6
Alcohol use,Bowel cancer,85+,2011,Males,24.2,140.4,23.5,163.9
Alcohol use,Bowel cancer,85+,2011,Persons,68.8,386.2,61.3,447.5
Alcohol use,Bowel cancer,85+,2015,Females,60.4,324.6,49.8,374.4
Alcohol use,Bowel cancer,85+,2015,Males,34,198.9,30.3,229.2
Alcohol use,Bowel cancer,85+,2015,Persons,94.5,523.5,80.1,603.6
Alcohol use,Bowel cancer,85+,2018,Females,69.4,365.6,55.1,420.7
Alcohol use,Bowel cancer,85+,2018,Males,36.5,207.9,32.7,240.6
Alcohol use,Bowel cancer,85+,2018,Persons,106,573.5,87.8,661.3
Alcohol use,Breast cancer,15–24,2003,Females,0,0,0.2,0.2
Alcohol use,Breast cancer,15–24,2003,Persons,0,0,0.2,0.2
Alcohol use,Breast cancer,15–24,2011,Females,0,0,0.2,0.2
Alcohol use,Breast cancer,15–24,2011,Persons,0,0,0.2,0.2
Alcohol use,Breast cancer,15–24,2015,Females,0.1,6.9,0.3,7.2
Alcohol use,Breast cancer,15–24,2015,Persons,0.1,6.9,0.3,7.2
Alcohol use,Breast cancer,15–24,2018,Females,0.1,5.2,0.2,5.3
Alcohol use,Breast cancer,15–24,2018,Persons,0.1,5.2,0.2,5.3
Alcohol use,Breast cancer,25–34,2003,Females,2.6,138.9,6.2,145.1
Alcohol use,Breast cancer,25–34,2003,Persons,2.6,138.9,6.2,145.1
Alcohol use,Breast cancer,25–34,2011,Females,2.3,130,8.5,138.4
Alcohol use,Breast cancer,25–34,2011,Persons,2.3,130,8.5,138.4
Alcohol use,Breast cancer,25–34,2015,Females,1.4,73.8,7.7,81.5
Alcohol use,Breast cancer,25–34,2015,Persons,1.4,73.8,7.7,81.5
Alcohol use,Breast cancer,25–34,2018,Females,2,108.7,9.6,118.3
Alcohol use,Breast cancer,25–34,2018,Persons,2,108.7,9.6,118.3
Alcohol use,Breast cancer,35–44,2003,Females,17.1,790.9,51,841.9
Alcohol use,Breast cancer,35–44,2003,Persons,17.1,790.9,51,841.9
Alcohol use,Breast cancer,35–44,2011,Females,13.7,628.6,53.5,682.1
Alcohol use,Breast cancer,35–44,2011,Persons,13.7,628.6,53.5,682.1
Alcohol use,Breast cancer,35–44,2015,Females,14.7,679.5,66.3,745.7
Alcohol use,Breast cancer,35–44,2015,Persons,14.7,679.5,66.3,745.7
Alcohol use,Breast cancer,35–44,2018,Females,14.6,675.5,63.6,739.1
Alcohol use,Breast cancer,35–44,2018,Persons,14.6,675.5,63.6,739.1
Alcohol use,Breast cancer,45–54,2003,Females,39.5,1474.5,120.4,1594.9
Alcohol use,Breast cancer,45–54,2003,Persons,39.5,1474.5,120.4,1594.9
Alcohol use,Breast cancer,45–54,2011,Females,46.8,1734.5,180.8,1915.3
Alcohol use,Breast cancer,45–54,2011,Persons,46.8,1734.5,180.8,1915.3
Alcohol use,Breast cancer,45–54,2015,Females,40.7,1496.4,179.2,1675.5
Alcohol use,Breast cancer,45–54,2015,Persons,40.7,1496.4,179.2,1675.5
Alcohol use,Breast cancer,45–54,2018,Females,37,1381.5,181.9,1563.4
Alcohol use,Breast cancer,45–54,2018,Persons,37,1381.5,181.9,1563.4
Alcohol use,Breast cancer,55–64,2003,Females,57.9,1645.1,166.2,1811.3
Alcohol use,Breast cancer,55–64,2003,Persons,57.9,1645.1,166.2,1811.3
Alcohol use,Breast cancer,55–64,2011,Females,64.4,1819.3,213.9,2033.2
Alcohol use,Breast cancer,55–64,2011,Persons,64.4,1819.3,213.9,2033.2
Alcohol use,Breast cancer,55–64,2015,Females,65,1838.1,249.9,2088
Alcohol use,Breast cancer,55–64,2015,Persons,65,1838.1,249.9,2088
Alcohol use,Breast cancer,55–64,2018,Females,71.6,2029.8,271.7,2301.5
Alcohol use,Breast cancer,55–64,2018,Persons,71.6,2029.8,271.7,2301.5
Alcohol use,Breast cancer,65–84,2003,Females,98.4,1521.8,225,1746.8
Alcohol use,Breast cancer,65–84,2003,Persons,98.4,1521.8,225,1746.8
Alcohol use,Breast cancer,65–84,2011,Females,126.5,1930.3,332.5,2262.9
Alcohol use,Breast cancer,65–84,2011,Persons,126.5,1930.3,332.5,2262.9
Alcohol use,Breast cancer,65–84,2015,Females,139.4,2181,416.8,2597.8
Alcohol use,Breast cancer,65–84,2015,Persons,139.4,2181,416.8,2597.8
Alcohol use,Breast cancer,65–84,2018,Females,150.2,2336.3,466.1,2802.4
Alcohol use,Breast cancer,65–84,2018,Persons,150.2,2336.3,466.1,2802.4
Alcohol use,Breast cancer,85+,2003,Females,34.5,192.5,52.4,244.9
Alcohol use,Breast cancer,85+,2003,Persons,34.5,192.5,52.4,244.9
Alcohol use,Breast cancer,85+,2011,Females,49.1,269.4,78.4,347.8
Alcohol use,Breast cancer,85+,2011,Persons,49.1,269.4,78.4,347.8
Alcohol use,Breast cancer,85+,2015,Females,58.3,316.8,89.6,406.4
Alcohol use,Breast cancer,85+,2015,Persons,58.3,316.8,89.6,406.4
Alcohol use,Breast cancer,85+,2018,Females,68.4,355.2,103,458.2
Alcohol use,Breast cancer,85+,2018,Persons,68.4,355.2,103,458.2
Alcohol use,Chronic liver disease,15–24,2003,Females,0.3,19.1,3.5,22.6
Alcohol use,Chronic liver disease,15–24,2003,Males,0.2,14.6,6.2,20.8
Alcohol use,Chronic liver disease,15–24,2003,Persons,0.5,33.7,9.7,43.3
Alcohol use,Chronic liver disease,15–24,2011,Females,0.2,10.2,3.7,13.9
Alcohol use,Chronic liver disease,15–24,2011,Males,0.4,30.6,5,35.6
Alcohol use,Chronic liver disease,15–24,2011,Persons,0.6,40.8,8.7,49.5
Alcohol use,Chronic liver disease,15–24,2015,Females,0,0,5.3,5.3
Alcohol use,Chronic liver disease,15–24,2015,Males,0.2,15.2,6,21.2
Alcohol use,Chronic liver disease,15–24,2015,Persons,0.2,15.2,11.3,26.5
Alcohol use,Chronic liver disease,15–24,2018,Females,0.1,10,5,15.1
Alcohol use,Chronic liver disease,15–24,2018,Males,0.4,27.9,6,34
Alcohol use,Chronic liver disease,15–24,2018,Persons,0.6,38,11.1,49
Alcohol use,Chronic liver disease,25–34,2003,Females,0.8,42.4,7.7,50.2
Alcohol use,Chronic liver disease,25–34,2003,Males,2.8,158.5,16.2,174.7
Alcohol use,Chronic liver disease,25–34,2003,Persons,3.6,200.9,23.9,224.9
Alcohol use,Chronic liver disease,25–34,2011,Females,1.9,106.9,7.4,114.3
Alcohol use,Chronic liver disease,25–34,2011,Males,2.4,132.6,13.4,146
Alcohol use,Chronic liver disease,25–34,2011,Persons,4.3,239.5,20.8,260.3
Alcohol use,Chronic liver disease,25–34,2015,Females,1.9,103.7,10.3,114
Alcohol use,Chronic liver disease,25–34,2015,Males,3.6,198.8,14.2,213
Alcohol use,Chronic liver disease,25–34,2015,Persons,5.5,302.5,24.5,327
Alcohol use,Chronic liver disease,25–34,2018,Females,2.3,128.5,10.4,138.9
Alcohol use,Chronic liver disease,25–34,2018,Males,3.5,189.8,15.7,205.5
Alcohol use,Chronic liver disease,25–34,2018,Persons,5.8,318.3,26.1,344.4
Alcohol use,Chronic liver disease,35–44,2003,Females,6.7,309.9,15.2,325.1
Alcohol use,Chronic liver disease,35–44,2003,Males,17.2,788.4,37.8,826.1
Alcohol use,Chronic liver disease,35–44,2003,Persons,23.9,1098.3,53,1151.2
Alcohol use,Chronic liver disease,35–44,2011,Females,7.5,352.4,16,368.3
Alcohol use,Chronic liver disease,35–44,2011,Males,16,735,33,768
Alcohol use,Chronic liver disease,35–44,2011,Persons,23.4,1087.4,49,1136.4
Alcohol use,Chronic liver disease,35–44,2015,Females,8.3,383,21.2,404.1
Alcohol use,Chronic liver disease,35–44,2015,Males,18.2,829.6,31.5,861.2
Alcohol use,Chronic liver disease,35–44,2015,Persons,26.5,1212.6,52.7,1265.3
Alcohol use,Chronic liver disease,35–44,2018,Females,6.3,289.4,22,311.5
Alcohol use,Chronic liver disease,35–44,2018,Males,15,687.4,39.7,727.2
Alcohol use,Chronic liver disease,35–44,2018,Persons,21.3,976.9,61.7,1038.6
Alcohol use,Chronic liver disease,45–54,2003,Females,9,340.3,16.7,357
Alcohol use,Chronic liver disease,45–54,2003,Males,46.9,1740.3,52,1792.3
Alcohol use,Chronic liver disease,45–54,2003,Persons,55.8,2080.6,68.7,2149.2
